searchingName,collection,follows,game_engines,genre1,genre2,genre3,keywords1,keywords2,keywords3,keywords4,keywords5,name,rating,rating_count,themes1,themes2,themes3,themes4,themes5
Rise of Venice,Rise of Venice,0.0,,Simulator,Strategy,,pirates,managerial,management,naval,simulation,Rise of Venice,50.0,1.0,Fantasy,Fantasy,,,
Risen,Risen,50.0,Internal Piranha Byte's Engine,Role-playing (RPG),,,magic,sword,fantasy,island,guild,Risen,78.4491107416998,125.0,Action,Action,Open world,,
SMITE,Smite,55.0,Unreal Engine,Strategy,Adventure,MOBA,greek mythology,moba,king arthur,competitive,fantasy,SMITE,69.2728100913816,120.0,Action,Action,,,
The Fifth Day,,1.0,,Shooter,Adventure,Indie,post-apocalyptic,indie,survival,first person shooter,robots,The Fifth Day,50.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Panzer Tactics HD,,0.0,,Simulator,Strategy,,,,,,,Panzer Tactics HD,70.0,0.0,,,,,
A.R.E.S. Extinction Agenda EX,A.R.E.S.,1.0,,Platform,Indie,,platformer,digital distribution,e3 2013,,,A.R.E.S. Extinction Agenda EX,50.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Altitude,,0.0,,Shooter,Simulator,Indie,vehicular combat,flight simulator,indie,2d,air-combat,Altitude,80.0,3.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FIFA Manager 09,FIFA Manager,1.0,,Simulator,Sport,,football manager,,,,,FIFA Manager 09,0.0,0.0,,,,,
Oil Rush,,1.0,,Real Time Strategy (RTS),Strategy,Indie,post-apocalyptic,tower defense,dystopian,steam,real-time strategy,Oil Rush,50.0,3.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
Loadout,,15.0,,Shooter,Indie,Arcade,free to play ( f2p ),indie,blood,health,comedy,Loadout,54.69018668307559,34.0,Action,Action,Comedy,,
Intrusion 2,,1.0,,Shooter,Platform,Indie,physics,parachute,sci-fi,shooter,platformer,Intrusion 2,44.2811141581539,9.0,Action,Action,,,
Pro Evolution Soccer 2014,Pro Evolution Soccer,0.0,,Sport,,,,,,,,Pro Evolution Soccer 2014,0.0,0.0,,,,,
CID The Dummy,,0.0,,Platform,Hack and slash/Beat 'em up,Adventure,super hero,martial arts,comedy,brawler,action-adventure,CID The Dummy,0.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
The Wonderful End of the World,,1.0,,Puzzle,Indie,,indie,steam,achievements,time limit,abstract,The Wonderful End of the World,60.0,3.0,Action,,,,
Ether One,,19.0,Unreal Engine,Adventure,Indie,,guitar,fire,ps4,doctor,dementia,Ether One,64.85358525196071,37.0,Science fiction,,,,
Memories of a Vagabond,,1.0,,Role-playing (RPG),Adventure,Indie,medieval,role playing,steam,steam trading cards,digital distribution,Memories of a Vagabond,50.0,1.0,Fantasy,Fantasy,,,
They Bleed Pixels,,3.0,XNA Game Studio,Platform,Hack and slash/Beat 'em up,Adventure,lollipop,indie,blood,health,death,They Bleed Pixels,81.68813879752321,13.0,Action,Action,,,
Killing Floor,Killing Floor,41.0,Unreal Engine,Shooter,,,modern warfare,post-apocalyptic,chainsaw,indie,blood,Killing Floor,73.0258307950922,118.0,Action,Action,Horror,Survival,
Lucius II,Lucius,1.0,,Simulator,Adventure,Indie,adventure,horror,steam,steam trading cards,sequel,Lucius II,27.5886524822695,8.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Rise of the Triad,Rise of the Triad,7.0,Unreal Engine 3,Shooter,,,female hero ( heroine ),fantasy,first person shooter,fps,fast paced,Rise of the Triad,80.48488312856801,22.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Democracy 2,Democracy,2.0,,Simulator,Strategy,Indie,indie,politics,educational,management,simulation,Democracy 2,50.0,1.0,Fantasy,Fantasy,Educational,,
,,,,,,,,,,,,,,,,,,,
Breach & Clear,Breach & Clear,2.0,Unity,Shooter,Role-playing (RPG),Simulator,modern warfare,helicopter,role playing,simulation,strategy,Breach & Clear,60.7735719274724,8.0,Action,Action,Warfare,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Buzz Aldrin's Space Program Manager,,0.0,,Simulator,Strategy,,management,simulation,alternate historical,,,Buzz Aldrin's Space Program Manager,60.0,1.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
Full Spectrum Warrior,Full Spectrum Warrior,10.0,,Shooter,Real Time Strategy (RTS),Simulator,modern warfare,ps2,educational,military,shooter,Full Spectrum Warrior,79.9341597659741,10.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Clicker Heroes,,17.0,,Role-playing (RPG),Simulator,Strategy,free to play ( f2p ),casual,fantasy,role playing,adventure,Clicker Heroes,71.5868551647746,41.0,,,,,
Enemy Mind,,3.0,,Indie,,,indie,shoot 'em up,sci-fi,digital distribution,pax east 2014,Enemy Mind,80.0,0.0,Action,Action,,,
F1 2012,F1,6.0,Ego Engine,Racing,Simulator,Sport,cars,racing,formula one,simulation,steam,F1 2012,74.35691283672709,21.0,Non-fiction,,,,
Assassin's Creed Syndicate,Assassin's Creed,241.0,AnvilNext,Adventure,,,assassin,murder,sci-fi,action-adventure,multiple protagonists,Assassin's Creed Syndicate,74.65216407574519,543.0,Action,Action,Science fiction,Historical,Stealth
,,,,,,,,,,,,,,,,,,,
Block Story,,1.0,,Puzzle,Role-playing (RPG),Adventure,role playing,action-adventure,blocks,puzzle,digital distribution,Block Story,50.0,1.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Rise of Incarnates,,2.0,,Fighting,Hack and slash/Beat 'em up,,martial arts,post-apocalyptic,anime,free to play ( f2p ),fighting,Rise of Incarnates,0.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Pro Cycling Manager 2015,Pro Cycling Manager,1.0,,Simulator,Sport,,simulation,steam,steam trading cards,steam achievements,digital distribution,Pro Cycling Manager 2015,50.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
Test Drive Unlimited 2,Test Drive,20.0,Twilight,Racing,,,photography,street racing,steam,achievements,open-world,Test Drive Unlimited 2,65.91743007701521,54.0,Open world,,,,
Singularity,,64.0,Unreal Engine,Shooter,,,ghosts,exploration,blood,time travel,health,Singularity,76.587075374501,180.0,Action,Action,Science fiction,Horror,Historical
,,,,,,,,,,,,,,,,,,,
Smashball,,0.0,,Sport,Indie,,,,,,,Smashball,0.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Teeworlds,,4.0,,Platform,Indie,,free to play ( f2p ),indie,level editor,co-op,online co-op,Teeworlds,70.0,4.0,Action,,,,
Ricochet,,6.0,GoldSrc,Shooter,,,health,first person shooter,puzzles,sci-fi,steam,Ricochet,71.65825539321841,18.0,Action,Action,,,
Space Quest Collection,Space Quest,2.0,,Point-and-click,Adventure,,collection,,,,,Space Quest Collection,60.0,0.0,Science fiction,Science fiction,,,
Little Inferno,,28.0,,Puzzle,Simulator,Adventure,pirates,post-apocalyptic,casual,indie,sandbox,Little Inferno,72.9347528858328,102.0,Action,Action,Sandbox,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Trine 2,Trine,82.0,,Platform,Puzzle,Adventure,physics,puzzles,platformer,adventure game,action game,Trine 2,77.2203328628128,220.0,Action,Action,,,
Gun Metal,,4.0,,Shooter,,,flight simulator,robot,mech,robots,sci-fi,Gun Metal,80.0,3.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Call of Duty,Call of Duty,189.0,id Tech 3,Shooter,,,modern warfare,world war 2 ( ww2 ),motorcycle,blood,health,Call of Duty,82.2120039936555,567.0,Action,Action,Warfare,,
Victim of Xen,,0.0,RPG Maker VX Ace,Role-playing (RPG),Adventure,Indie,indie,fantasy,rpg,desura,old school,Victim of Xen,50.0,0.0,,,,,
Secrets of Grindea,,4.0,,Role-playing (RPG),Adventure,Indie,medieval,arpg - action rpg,sword,fantasy,isometric,Secrets of Grindea,80.0,3.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Beat Hazard,,12.0,,Shooter,Music,Indie,desura,bullet hell,spaceship,sci-fi,steam,Beat Hazard,80.35038934000839,34.0,Action,Action,,,
Squishy the Suicidal Pig,,2.0,,Platform,Puzzle,Adventure,indie,animals,minigames,platformers,steam,Squishy the Suicidal Pig,80.0,4.0,Fantasy,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Eldevin,,1.0,,Role-playing (RPG),Indie,,fantasy,mmorpg,,,,Eldevin,50.0,3.0,,,,,
,,,,,,,,,,,,,,,,,,,
Left 4 Dead 2,Left 4 Dead,268.0,Source,Shooter,,,zombies,first person shooter,online co-op,horror,apocalypse,Left 4 Dead 2,82.32938407425159,777.0,Action,Action,Survival,,
Path of Exile,,106.0,,Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,free to play ( f2p ),blood,magic,sword,3d,Path of Exile,81.9571511447508,283.0,Action,Action,Horror,,
Metro Conflict,,0.0,,Shooter,,,modern warfare,first person shooter,sci-fi,shooter,modern military,Metro Conflict,0.0,0.0,Science fiction,,,,
East India Company,,0.0,,Real Time Strategy (RTS),Strategy,,4x,cannon,war,steam,tea,East India Company,50.0,3.0,Fantasy,Fantasy,"4X (explore, expand, exploit, and exterminate)",,
Lunar Flight,,0.0,Unity,Simulator,Indie,,flight simulator,gravity,moon,sci-fi,space,Lunar Flight,80.0,0.0,Science fiction,,,,
Cubic Castles,,0.0,,Adventure,Indie,,indie,voxel,steam,flowers,steam greenlight,Cubic Castles,60.0,1.0,Action,,,,
Sunrider Academy,Sunrider,1.0,,Simulator,Adventure,Indie,anime,visual novel,adult,dating,adventure,Sunrider Academy,69.7109565531569,7.0,Erotic,,,,
,,,,,,,,,,,,,,,,,,,
Wasteland 2,Wasteland,35.0,Unity,Role-playing (RPG),Strategy,Turn-based strategy (TBS),post-apocalyptic,stealth,survival,turn-based,kickstarter funded,Wasteland 2,70.6614038581845,66.0,Action,Action,Survival,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sleeping Dogs,Sleeping Dogs,181.0,Havok Physics,Shooter,Adventure,,assassin,martial arts,sandbox,drugs,organized crime,Sleeping Dogs,80.58233992642579,490.0,Action,Action,Open world,,
Puzzle Pirates,,0.0,,Puzzle,Role-playing (RPG),Strategy,pirates,exploration,casual,christmas,mmorpg,Puzzle Pirates,50.0,2.0,,,,,
,,,,,,,,,,,,,,,,,,,
Skyscraper Simulator,,1.0,,Simulator,,,simulation,steam greenlight,digital distribution,,,Skyscraper Simulator,20.0,1.0,,,,,
,,,,,,,,,,,,,,,,,,,
Blade Symphony,,1.0,Source,Fighting,Indie,,martial arts,fighting,sword,kickstarter funded,swordplay,Blade Symphony,67.5985553650212,8.0,Action,,,,
Insanely Twisted Shadow Planet,,4.0,,Shooter,Adventure,Indie,exploration,metroidvania,death,spaceship,puzzles,Insanely Twisted Shadow Planet,73.407746009306,18.0,Action,Action,Science fiction,,
Axiom Verge,,43.0,Microsoft XNA,Platform,Adventure,Indie,exploration,cyberpunk,indie,shoot 'em up,metroidvania,Axiom Verge,75.4492833982851,107.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
SOMA,,149.0,HPL Engine,Adventure,Indie,,robot,post-apocalyptic,blood,mystery,survival,SOMA,83.1652612995552,427.0,Action,Action,Horror,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Theatre of War,,0.0,,Strategy,,,,,,,,Theatre of War,0.0,0.0,,,,,
Rivals of Aether,,13.0,GameMaker: Studio,Fighting,Platform,Indie,fighting,brawler,steam,achievements,online,Rivals of Aether,76.49126483482421,18.0,Action,,,,
Knock-knock,,6.0,,Platform,Role-playing (RPG),Adventure,ghosts,indie,construction,kickstarter funded,fire,Knock-knock,50.0589895089717,18.0,Horror,,,,
Monopoly,,0.0,,Card & Board Game,,,,,,,,Monopoly,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
Dungeonland,,1.0,,Role-playing (RPG),Strategy,,medieval,arpg - action rpg,fantasy,comedy,role playing,Dungeonland,50.0,2.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
Dizzel,,0.0,,Shooter,Strategy,,post-apocalyptic,educational,shooter,strategy,physx,Dizzel,0.0,0.0,Action,Action,,,
Football Manager 2012,Football Manager,11.0,,Simulator,Sport,Strategy,soccer,football,management,simulation,steam,Football Manager 2012,92.9146350194732,37.0,,,,,
Woodle Tree Adventures,,5.0,,Platform,Adventure,Indie,indie,cube,water,steam,steam trading cards,Woodle Tree Adventures,43.2399421451245,11.0,Action,,,,
Sparkle 2 Evo,,0.0,,Simulator,Indie,Arcade,indie,steam,steam trading cards,abstract,steam achievements,Sparkle 2 Evo,63.0,2.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
RPG Maker MV,RPG Maker,2.0,,Role-playing (RPG),Simulator,,educational,role playing,simulation,steam,digital distribution,RPG Maker MV,80.0,4.0,Educational,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
NBA 2K16,NBA 2K,28.0,,Sport,,,basketball,nba,sports,real photos on cover art,national basketball association,NBA 2K16,76.5089892259239,55.0,Non-fiction,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Pressured,,0.0,,Puzzle,Indie,,desura,steam,steam trading cards,puzzle,digital distribution,Pressured,40.0,0.0,,,,,
Point Perfect,,0.0,,Shooter,Indie,Arcade,casual,indie,desura,bullet hell,sci-fi,Point Perfect,50.0,0.0,Action,Action,,,
Burgers,,0.0,,Fighting,Role-playing (RPG),Adventure,,,,,,Burgers,50.0,0.0,Action,Action,Warfare,,
Age of Wonders III,Age of Wonders,23.0,,Role-playing (RPG),Strategy,Turn-based strategy (TBS),orcs,magic,sword,fantasy,dragons,Age of Wonders III,57.41840924056351,42.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Dig,,40.0,SCUMM,Point-and-click,Adventure,,exploration,spaceship,puzzles,sci-fi,adventure,The Dig,85.18740199429651,81.0,Science fiction,,,,
Alien Swarm,Alien Swarm,12.0,Source,Shooter,,,aliens,futuristic warfare,chainsaw,free to play ( f2p ),blood,Alien Swarm,70.403838869639,51.0,Action,Action,Warfare,,
,,,,,,,,,,,,,,,,,,,
The Silent Age,,15.0,Unity,Point-and-click,Puzzle,Role-playing (RPG),time travel,puzzle solving,sci-fi,adventure,point and click,The Silent Age,71.4962744002013,38.0,Fantasy,Fantasy,Thriller,Historical,
,,,,,,,,,,,,,,,,,,,
Kings of Kung Fu,,0.0,,Fighting,Indie,,martial arts,fighting,,,,Kings of Kung Fu,50.0,2.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Super Amazing Wagon Adventure,,3.0,Microsoft XNA,Shooter,Adventure,Indie,western,indie,retro,blood,disease,Super Amazing Wagon Adventure,86.92684425757079,8.0,Action,Action,Historical,Comedy,
,,,,,,,,,,,,,,,,,,,
Syberia,Syberia,97.0,Virtools Engine,Point-and-click,Puzzle,Adventure,robot,mystery,puzzle solving,steampunk,adventure,Syberia,80.8592422451177,210.0,Drama,Drama,,,
H1Z1,H1Z1,17.0,Forgelight Engine,Shooter,Adventure,,zombies,,,,,H1Z1,53.8126383484062,24.0,Horror,Horror,Open world,,
Assetto Corsa,,25.0,,Racing,Simulator,Sport,cars,racing,racing simulator,simulation,steam,Assetto Corsa,83.03740341583611,51.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Gratuitous Space Battles,,0.0,,Real Time Strategy (RTS),Simulator,Strategy,aliens,spaceship,space warfare,sci-fi,space battle,Gratuitous Space Battles,92.89934557304949,8.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"It came from space, and ate our brains",,0.0,,Shooter,Adventure,Indie,aliens,post-apocalyptic,top-down shooter,dual-stick shooter,machine gun,"It came from space, and ate our brains",80.0,2.0,Action,Action,Party,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DC Universe Online,DC Universe,17.0,Unreal Engine,Fighting,Role-playing (RPG),Adventure,super hero,amazon,health,pvp,ps4,DC Universe Online,65.72038263798109,41.0,Action,Action,Open world,,
Audiosurf,Audiosurf,28.0,Quest,Music,Puzzle,Indie,indie,music,steamgame,spaceship,steam,Audiosurf,74.8546810030359,95.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Saints Row 2,Saints Row,0.0,,,,,,,,,,Saints Row 2,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
S.K.I.L.L. - Special Force 2,Special Force / Soldier Front,4.0,,Shooter,Sport,Strategy,first person shooter,tactical shooter,shooting,strategic,,S.K.I.L.L. - Special Force 2,62.1994157757214,10.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Sacred Gold,Sacred,3.0,,Role-playing (RPG),,,,,,,,Sacred Gold,72.106391136711,11.0,Action,Action,,,
Desktop Dungeons,,2.0,,Puzzle,Role-playing (RPG),Turn-based strategy (TBS),fantasy,turn-based,roguelike,role playing,steam trading cards,Desktop Dungeons,75.7327922342693,10.0,,,,,
,,,,,,,,,,,,,,,,,,,
To End All Wars,,0.0,,Simulator,Strategy,,world war 1 ( ww1 ),achievements,artillery,tank,weather,To End All Wars,50.0,0.0,Historical,Historical,,,
Crysis Warhead,Crysis,59.0,Cryengine 2,Shooter,Adventure,,modern warfare,aliens,vehicular combat,blood,stealth,Crysis Warhead,74.94090582432639,186.0,Action,Action,Stealth,,
Just Cause 2,Just Cause,119.0,Havok Physics,Shooter,Racing,Adventure,modern warfare,helicopter,vehicular combat,motorcycle,sandbox,Just Cause 2,78.1099320165233,348.0,Action,Action,Open world,,
Alpha Protocol,,31.0,Unreal Engine,Shooter,Role-playing (RPG),,cyberpunk,stealth,third person shooter,role playing,action-adventure,Alpha Protocol,74.6064054602952,112.0,Action,Action,,,
Chainsaw Warrior,Chainsaw Warrior,1.0,,Role-playing (RPG),Strategy,Turn-based strategy (TBS),post-apocalyptic,indie,boardgame,role playing,steam,Chainsaw Warrior,50.0,1.0,,,,,
Cricket Captain 2014,International Cricket Captain,0.0,,Simulator,Sport,,indie,cricket,management,simulation,steam,Cricket Captain 2014,50.0,0.0,,,,,
Portal,Portal,903.0,Source,Shooter,Platform,Puzzle,blood,gravity,comedy,death,robots,Portal,86.8193177464135,2472.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
Sanctum,,0.0,,Turn-based strategy (TBS),,,fantasy,role playing,card game,,,Sanctum,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BEEP,,1.0,,Platform,Puzzle,Simulator,robot,side scroller,2d,fantasy,comedy,BEEP,47.75956284153011,3.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fancy Skulls,,0.0,,Shooter,Indie,,first person shooter,procedural generation,steam,steam trading cards,digital distribution,Fancy Skulls,50.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Borealis,,0.0,,Music,Indie,Arcade,abstract,pixel graphics,music/rhythm,,,Borealis,30.7142857142857,3.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Urban Trial Freestyle,Urban Trial Freestyle,1.0,,Platform,Racing,Simulator,helicopter,racing,fire,dirt bike,arcade game,Urban Trial Freestyle,69.93024847664219,6.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shelter 2,Shelter,4.0,Unity,Simulator,Adventure,Indie,life simulation,hunting,indie,animals,survival,Shelter 2,60.1758727327957,14.0,Survival,Survival,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Book of Unwritten Tales,The Book of Unwritten Tales,12.0,,Point-and-click,Adventure,,robot,orcs,fantasy,dragons,comedy,The Book of Unwritten Tales,81.004641065307,42.0,Fantasy,Fantasy,,,
Caribbean!,,0.0,,Role-playing (RPG),,,pirates,sword,cannon,role playing,sailing,Caribbean!,0.0,0.0,Action,Action,,,
Dungeon of the Endless,Endless,13.0,Unity,Platform,Real Time Strategy (RTS),Role-playing (RPG),tower defense,indie,fantasy,roguelike,procedural generation,Dungeon of the Endless,77.2461933926042,37.0,Action,Action,,,
Lethal League,Lethal League,12.0,,Fighting,Sport,Indie,baseball,post-apocalyptic,fighting,steam,steam trading cards,Lethal League,75.9638105806554,35.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Starlaxis Supernova Edition,,0.0,,Strategy,Indie,,,,,,,Starlaxis Supernova Edition,0.0,0.0,Action,,,,
Love,,0.0,,Real Time Strategy (RTS),,,,,,,,Love,0.0,0.0,,,,,
Tom Clancy's Splinter Cell,,1.0,,Shooter,Tactical,,,,,,,Tom Clancy's Splinter Cell,0.0,0.0,Action,Action,Stealth,,
Greyfox,,3.0,,Role-playing (RPG),Adventure,Indie,anime,role playing,,,,Greyfox,54.48970841077261,6.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Fallout Tactics,,0.0,,,,,,,,,,Fallout Tactics,0.0,0.0,,,,,
Spirits,,2.0,,Platform,Puzzle,Strategy,puzzles,steam,abstract,level selection,puzzle,Spirits,69.8814055505197,6.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Poker Night at the Inventory,Poker Night,11.0,Telltale Tool,Sport,Turn-based strategy (TBS),Tactical,poker,cardgame,comedy,gambling,crossover,Poker Night at the Inventory,69.0898097051567,34.0,Comedy,Comedy,,,
Out of the Park Baseball 15,Out of the Park Baseball,2.0,,Simulator,,,management,simulation,steam trading cards,,,Out of the Park Baseball 15,0.0,0.0,,,,,
Quest of Dungeons,,1.0,,Role-playing (RPG),Strategy,Adventure,retro,wizards,sword,fantasy,roguelike,Quest of Dungeons,76.0,2.0,Action,,,,
Vlad the Impaler,,0.0,,Role-playing (RPG),Adventure,Indie,role playing,adventure,steam,steam trading cards,digital distribution,Vlad the Impaler,50.0,1.0,,,,,
Armikrog,,4.0,Unity,Point-and-click,Puzzle,Strategy,fantasy,comedy,kickstarter funded,claymation,puzzles,Armikrog,76.320361770665,12.0,Science fiction,Science fiction,,,
Strider,Strider,9.0,,Platform,Arcade,,,,,,,Strider,67.2728074770878,34.0,Action,Action,,,
Soldier Front 2,Special Force / Soldier Front,0.0,,Shooter,,,modern warfare,first person shooter,shooter,steam trading cards,alternate historical,Soldier Front 2,0.0,0.0,Action,Action,Historical,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Swipecart,,0.0,,Racing,Indie,,steam,steam trading cards,steam achievements,digital distribution,steam leaderboards,Swipecart,0.0,0.0,,,,,
Speedball 2 Tournament,Speedball,0.0,,Sport,,,soccer,football,steam,sports,steam trading cards,Speedball 2 Tournament,0.0,0.0,Action,,,,
War for the Overworld,,16.0,Unity,Real Time Strategy (RTS),Simulator,Strategy,god game,indie,dungeon,fantasy,kickstarter funded,War for the Overworld,77.3728191079499,21.0,Fantasy,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Gunpoint,The Defenestration Trilogy,28.0,GameMaker,Platform,Puzzle,Strategy,spy,indie,blood,stealth,level editor,Gunpoint,82.66383912125839,87.0,Action,Action,Stealth,Comedy,
The Escapists,The Escapists,38.0,Unity,Puzzle,Role-playing (RPG),Simulator,16-bit,crafting,ps4,simulation,steam,The Escapists,55.3994935988106,61.0,Action,Action,Comedy,Sandbox,
Rogue Legacy,rogue legacy,77.0,,Platform,Role-playing (RPG),Adventure,ghosts,exploration,indie,medieval,side scroller,Rogue Legacy,76.4329299853282,274.0,Action,Action,Historical,Comedy,
Gone Home,,143.0,Unity,Point-and-click,Adventure,Indie,exploration,indie,music,1990s,female protagonist,Gone Home,74.4955187137777,437.0,Drama,Drama,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Avernum 4,Avernum,1.0,,Role-playing (RPG),Indie,,ghosts,indie,magic,sword,spellbook,Avernum 4,70.0,0.0,Fantasy,,,,
Velvet Assassin,,6.0,,Shooter,,,world war 2 ( ww2 ),assassin,blood,stealth,drugs,Velvet Assassin,45.7924679427553,16.0,Action,Action,Stealth,,
,,,,,,,,,,,,,,,,,,,
Comanche 4,Comanche,7.0,,Shooter,Simulator,,helicopter,first person shooter,simulation,steam,helicopter simulator,Comanche 4,62.712380073739,10.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Deadly 30,,0.0,,Shooter,Platform,Strategy,zombies,world war 2 ( ww2 ),desura,horror,steam trading cards,Deadly 30,69.4549587373282,5.0,Action,Action,Survival,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Bad Hotel,,0.0,,Real Time Strategy (RTS),Strategy,Indie,tower defense,casual,comedy,real-time strategy,steam trading cards,Bad Hotel,40.0,2.0,Comedy,,,,
UberStrike,,0.0,,Shooter,,,first person shooter,sci-fi,unity engine,,,UberStrike,0.0,0.0,Science fiction,,,,
Imperial Glory,,3.0,,Real Time Strategy (RTS),Strategy,Tactical,historical warfare,real time tactics,strategic,real-time,management,Imperial Glory,76.3340960254006,9.0,Historical,Historical,,,
Ichi,,0.0,,Puzzle,Strategy,Indie,1960s,casual,desura,steam,abstract,Ichi,80.0,3.0,Action,,,,
Sacred 2 Gold,Sacred,6.0,,Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,arpg - action rpg,character customization,isometric,female protagonist,loot,Sacred 2 Gold,76.92475014785049,11.0,Action,Action,Sandbox,Open world,
,,,,,,,,,,,,,,,,,,,
God Mode,,2.0,,Shooter,,,sword,fantasy,shooter,horror,steam,God Mode,44.6067415730337,5.0,Action,Action,,,
Anoxemia,,2.0,,Adventure,Indie,,2d,adventure,steam,achievements,steam trading cards,Anoxemia,50.0,2.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Hollywood Visionary,,0.0,,Role-playing (RPG),Indie,,text-based,text adventure,,,,Hollywood Visionary,80.0,2.0,,,,,
,,,,,,,,,,,,,,,,,,,
Sweet Lily Dreams,,1.0,,Role-playing (RPG),Adventure,Indie,fantasy,role playing,steam,rpg maker,steam achievements,Sweet Lily Dreams,70.0,0.0,Horror,,,,
Trove,,8.0,,Platform,Role-playing (RPG),Hack and slash/Beat 'em up,free to play ( f2p ),ninja,fantasy,guild,mmo,Trove,59.0955979925774,33.0,Action,Action,Sandbox,Open world,"4X (explore, expand, exploit, and exterminate)"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FarSky,,1.0,,Adventure,Indie,,robot,blood,underwater,minigames,health,FarSky,67.7842543286614,7.0,Survival,Survival,,,
Guild Wars,Guild Wars,24.0,ArenaNet Guild Wars,Role-playing (RPG),Strategy,Adventure,post-apocalyptic,medieval,magic,sword,grinding,Guild Wars,80.76943630054251,79.0,Action,Action,Historical,,
,,,,,,,,,,,,,,,,,,,
